match_id;bachelor01_university;bachelor01_university_standardiz;bachelor01_degree;bachelor01_degree_standardized;bachelor01_major;bachelor01_major_standardized;bachelor02_university;bachelor02_university_standardiz;bachelor02_degree;bachelor02_degree_standardized;bachelor02_major;bachelor02_major_standardized;master01_university;master01_university_standardized;master01_degree;master01_degreestandadized;master01_major;master01_major_standardized;master02_university;master02_university_standardized;master02_degree;master02_degree_standardized;master02_major;master02_major_standardized;mba01_university;mba01_university_standardized;mba01_degree;mba01_degree_standardized;mba02_university;mba02_university_standardized;mba02_degree;mba02_degree_standardized;phd01_university;phd01_university_standardized;phd01_degree;phd01_degree_standardized;phd01_major;phd01_major_standardized;phd02_university;phd02_university_standardized;phd02_degree;phd02_degree_standardized;phd02_major;phd02_major_standardized;jd01_university;jd01_university_standardized;jd01_degree;jd01_degree_standardized
27577;Hampton University in Hampton;Hampton University;Bachelor;Bachelor;;;;;;;;;;;;;;;;;;;;;Wharton School of the University of Pennsylvania;University of Pennsylvania;MBA;MBA;;;;;;;;;;;;;;;;;;;;
396;Sheffield Hallam University ;Sheffield Hallam University;Bachelor;Bachelor;Computer Studies;Computer Science;;;;;;;;;;;;;;;;;;;Cranfield School of Management;Cranfield University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
1688;;;;;;;;;;;;;University of Virginia;University of Virginia;;Master;;;Columbia Law School;Columbia University;Graduated (Hons);Master;;;;;;;;;;;;;;;;;;;;;;;;;;
28397;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41092;Drury University;Other;BA;Bachelor;Business Administration and Marketing ;Other Business Administration;;;;;;;Northern Illinois University;Northern Illinois University;Graduate School;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21977;;;;;;;;;;;;;Wayne State University;Wayne State University;MD;Master;Cardiovascular Medicine;Medicine;;;;;;;;;;;;;;;Mayo Graduate School of Medicine;Other;phD;PhD;Physiology;Other;;;;;;;;;;
12531;Iowa State University;Iowa State University;BSME;Bachelor;Mechanical engineering;Engineering;;;;;;;;;;;;;;;;;;;University of Chicago;University of Chicago;MBA;MBA;;;;;;;;;;;;;;;;;;;;
28295;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
403;University of Cambridge;University of Cambridge;BA;Bachelor;;;;;;;;;University of Cambridge;University of Cambridge;MA;Master;Mathematics;Mathematics;;;;;;;Harvard Business School;Harvard University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
1749;Northeastern University;Northeastern University;BS;Bachelor;;;;;;;;;Stevens Institute of Technology (SIT);Stevens Institute of Technology ;MS;Master;;;;;;;;;;;;;;;;;Stevens Institute of Technology (SIT);Stevens Institute of Technology ;Doctorate;PhD;;;;;;;;;;;;
43093;;;;;;;;;;;;;TU Berlin ;Technische Universitaet Berlin;M.Sc.;Master;Computer Sciences;Computer Science;;;;;;;IMD International business school in Lausanne;IMD Business School Lausanne;MBA;MBA;;;;;;;;;;;;;;;;;;;;
43057;University College Dublin;University College Dublin;BSc;Bachelor;Mathematics and Computer Science;Mathematics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;;;;;;;;;;;;;Lund University;Lund University;Master of Science (MSc);Master;Business Administration;Other Business Administration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12704;University of Science and Technology of China (USTC);University of Science and Technology of China;BSc;Bachelor;analytical chemistry ;chemistry ;;;;;;;Chinese Academy of Sciences;other;MSc;Master;Soil Science;Other;;;;;;;;;;;;;;;University of Wisconsin Milwaukee (UWM);University of Wisconsin at Milwaukee;PhD;PhD;biochemistry ;Chemistry;;;;;;;;;;
7073;University of Cambridge;University of Cambridge;BA;Bachelor;Biochemistry;Chemistry;;;;;;;University of Cambridge;University of Cambridge;Master;Master;Biochemistry;Chemistry;;;;;;;;;;;;;;;University of Cambridge;University of Cambridge;PhD;PhD;Biochemistry;Chemistry;;;;;;;;;;
13008;University of Maryland College Park;University of Maryland;BSEE;Bachelor;Telecommunications;Engineering;;;;;;;University of Maryland College Park;University of Maryland;MSEE;Master;Telecommunications;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13679;California State University, Chico;California State University;BS;Bachelor;Computer Science and Mathematics;Computer Science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13741;Stanford University;Stanford University;BS;Bachelor;Mechanical Engineering and Product Design;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20253;University of North Carolina (Chapel Hill);University of North Carolina at Chapel Hill;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of North Carolina (Chapel Hill) School of Law;University of North Carolina at Chapel Hill;Juris Doctor;JD
46123;University of California, Berkeley;University of California at Berkeley;BA;Bachelor;;;;;;;;;Stanford University School of Medicine;Stanford University;Postgraduate Studies;Master;;;;;;;;;;;;;;;;;Washington State University (WSU);Washington State University;PhD;PhD;;;;;;;;;;;;
2067;University of Maryland;University of Maryland;BS;Bachelor;Biochemistry ;Chemistry;;;;;;;Oregon State University;Oregon State University;MS;Master;Biochemistry ;Chemistry;;;;;;;;;;;;;;;University of California, Berkeley;University of California at Berkeley;PhD;PhD;Comparative Biochemistry and Molecular Biology;Chemistry;;;;;;;;;;
9401;URadboud University Nijmegen;Other;Bachelor;Bachelor;Medicine;Medicine;;;;;;;;;;;;;;;;;;;Technical University in Eindhoven;Eindhoven University of Technology;Executive MBA;MBA;;;;;URadboud University Nijmegen;Other;PhD;PhD;Medicine;Medicine;;;;;;;;;;
10769;Ben Gurion University of the Negev;Ben-Gurion University of the Negev;BSc;Bachelor;Computer Science and Mathematics;Mathematics;;;;;;;;;;;;;;;;;;;IDC;Other;MBA;MBA;;;;;;;;;;;;;;;;;;;;
380;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41090;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11497;Yale University;Yale University;B.S.;Bachelor;Applied Mathematics;Mathematics;;;;;;;Princeton University;Princeton University;Master;Master;Public Affairs;Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1773;Rutgers University;Rutgers University;B.A.;Bachelor;Psychology;Social Science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4649;Georgia Institute of Technology;Georgia Institute of Technology;Bacholor;Bachelor;information and computer science;Computer Science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12546;Dartmouth College;Dartmouth College;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;Harvard Business School;Harvard University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
12479;Central Methodist University ;Other;BA;Bachelor;Political Science and Economics;Economics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21493;West Coast University;Other;B.Sc.;Bachelor;Electrical Engineering;Engineering;;;;;;;West Coast University;Other;M.Sc.;Master;management sciences;Other Business Administration;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26063;Providence College;Providence College;BS;Bachelor;Accounting;Finance & Accounting;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21436;Mississippi State University;Mississippi State University;Bachelor;Bachelor;civil engineering;Engineering;;;;;;;;;;;;;;;;;;;Georgia State University;Georgia State University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
12506;University of Minnesota;University of Minnesota;BS (Hons);Bachelor;mechanical engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;William Mitchell College of Law;Other;Juris Doctorate, cum laude,;JD
2072;Johns Hopkins University;Johns Hopkins University;BA;Bachelor;Biology ;Biology;;;;;;;;;;;;;;;;;;;;;;;;;;;Case Western Reserve University;Case Western Reserve University;PhD;PhD;Biology;Biology;The Johns Hopkins University;Johns Hopkins University;postdoctoral ;carbohydrate Chemistry;Chemistry;;;;;
5373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cambridge University;University of Cambridge;Ph.D.;PhD;;;Cambridge University;University of Cambridge;Doctor of Medicine (M.D.);PhD;;;;;;
9793;Georgetown University;Georgetown University;Bachelor;Bachelor;Economics;Economics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3921;University of Washington;University of Washington;B.S.;Bachelor;Electrical Engineering;Engineering;;;;;;;Arizona State University;Arizona State University;Graduate School;Master;Electrical Engineering;Engineering;;;;;;;;;;;;;;;California International Business University;Other;Doctor of Business Adminstration - Honorary;PhD;Business Administration;Other Business Administration;;;;;;;;;;
26430;Harvard University;Harvard University;AB (magna cum laude);Bachelor;Government;Other;;;;;;;;;;;;;;;;;;;Harvard Business School;Harvard University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
7307;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12553;University of Oklahoma;University of Oklahoma;B.S.;Bachelor;mathematics;Mathematics;;;;;;;;;;;;;;;;;;;JL Kellogg Graduate School of Management;Northwestern University;MBA;MBA;;;;;Washington University in St Louis;Washington University in St Louis;M.D.;PhD;Medicine;Medicine;;;;;;;;;;
7314;Harvard University;Harvard University;AB;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;California Institute of Technology;California Institute of Technology;Ph.D.;PhD;;;;;;;;;;;;
12691;Yale University;Yale University;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21271;;;;;.;.;;;;;.;.;Stanford University;Stanford University;MSc;Master;.;.;__cole Nationale Superieure d'Arts et Metiers (ENSAM);;Diploma;Master;.;.;;;;;;;;;__cole Nationale Superieure d'Arts et Metiers (ENSAM);;Doctorate;PhD;.;.;;;;;.;.;;;;
1790;Stanford University;Stanford University;BA;Bachelor;Political Science (minor Computer Science);Social Sciences;;;;;;;;;;;;;;;;;;;Stanford GSB;Stanford University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
4500;Widener University;other;BS;Bachelor;.;.;;;;;.;.;Clemson University;Clemson University;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
390;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Ecole des hautes Etudes commerciales;Ecole des Hautes Etudes Commerciales;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
7321;Dartmouth College;Dartmouth College;BA;Bachelor;.;.;;;;;.;.;Harvard University;Harvard University;MA;Master;.;.;;;;;.;.;;;;;;;;;Harvard University;Harvard University;PhD;PhD;.;.;;;;;.;.;;;;
3937;City University of New York (CUNY);City University of New York;BS;Bachelor;;;;;;;;;California Institute of Technology (CALTECH);California Polytechnic State University;MS;Master;;;;;;;;;;;;;;;;;California Institute of Technology (CALTECH);California Polytechnic State University;PhD;PhD;;;;;;;;;;;;
21398;Brown University;Brown University;BSEE;Bachelor;Solid State Physics;Physics;;;;;;;Northeastern University;Northeastern University;MSEE;Master;Signal Processing & Networking;Other;;;;;;;Boston University - School of Management;Boston University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
421;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21401;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;BS;Bachelor;;;;;;;;;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;MS;Master;;;;;;;;;;;;;;;;;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;PhD;PhD;;;;;;;;;;;;
9788;Tufts University;Tufts University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Harvard Business School;Harvard Business School;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
125;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1679;Harvard College;Harvard University;AB;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Stanford Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
9789;Harvard University;Harvard University;Bachelor;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stanford University School of Law;Stanford University;JD;JD
21688;Harvard University;Harvard University;AB;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
8110;Princeton University;Princeton University;BA (Hons);Bachelor;;;;;;;;;Columbia College, Columbia University;Columbia University;MD;Master;;;University of Virginia School of Medicine;University of Virginia;Graduated;Master;;;;;;;;;;;;;;;;;;;;;;;;;;
12943;Tel Aviv University;other;BSc (summa cum laude);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
4506;University of Waterloo;University of Waterloo;Bachelor's Degree;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11292;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
750;University of Leeds;University of Leeds;BSc (Hons);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
8853;University of Toledo;University of Toledo;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of Toledo;University of Toledo;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
12503;;;;;;;;;;;;;University of Crete;University of Crete;BSc, MSc;Master;;;;;;;;;;;;;;;;;Stanford University;Stanford University;PhD;PhD;;;;;;;;;;;;
6362;;;;;;;;;;;;;Universiteit van Amsterdam;University of Amsterdam;MD;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21976;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Rheinisch-Westf_lische Technische Hochschule Aachen (RWTH Aachen University);Rheinisch-Westfaelische Technische Hochschule Aachen;PhD;PhD;;;;;;;;;;;;
21487;Carlow College;;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20263;University of N__tre Dame;;BS;Bachelor;;;;;;;;;Purdue University;Purdue University;MS;Master;;;;;;;;;;;;;;;;;Purdue University;Purdue University;PhD;PhD;;;;;;;;;;;;
12625;Massachussetts Institute of Technology;Massachussetts Institute of Technology;BS;Bachelor;EE/Computer Science;Computer Science;;;;;;;University of California, Los Angeles;University of California, Los Angeles;MS;Master;Computer Science;Computer Science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7287;University of California, Irvine;University of California, Irvine;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;University of California, Berkeley;University of California, Berkeley;PhD;PhD;.;.;;;;;.;.;;;;
4512;California Polytechnic University;California Polytechnic State University;BS;Bachelor;;;;;;;;;Stanford University;Stanford University;MS;Master;;;;;;;;;;;;;;;;;Stanford University;Stanford University;PhD;PhD;;;;;;;;;;;;
25733;San Jose State University;San Jose State University;BS;Bachelor;.;.;;;;;.;.;University of California, Berkeley;University of California, Berkeley;MS;Master;.;.;;;;;.;.;San Jose State University;San Jose State University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
8835;;;;;.;.;;;;;.;.;Department of Pharmacy, University of Oslo;;MSc;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
129;McPherson College;;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;University of Kansas School of Business;;MBA;MBA;;;;;;;;;;;;;;;;;;;;
7288;University of Wisconsin-Madison;University of Wisconsin, Madison;BSc ;;Chemical Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10755;University of Birmingham;University of Birmingham;BS (Hons);Bachelor;Electrical Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2063;Georgia Institute of Technology (GIT);Georgia Institute of Technology;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9791;Indiana University;Indiana University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Indiana University, Kelley School of Business;Indiana University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
4524;University of California, Berkeley;University of California at Berkeley;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of California, Berkeley;University of California at Berkeley;PhD;PhD;;;;;;;;;;;;
11294;University of Essex;University of Essex;BSc (Hons);Bachelor;Electronic Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;University of Kent;Kent State University;PhD;PhD;Electronics;Engineering;;;;;;;;;;
21690;University of California, Berkeley;University of California, Berkeley;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7292;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;BS;Bachelor;Material Science;Other;;;;;;;;;;;;;;;;;;;;;;;;;;;Cornell University;Cornell University;PhD;PhD;Materials Science and Engineering;Engineering;;;;;;;;;;
21749;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12626;Unknown Organisation;other;BSc;Bachelor;;;;;;;;;University of London;University of London;Graduated;Master;;;;;;;;;;;;;;;;;University of Manchester;University of Manchester;PhD;PhD;;;Harvard Medical School;Harvard University;Postdoctoral Fellow;PhD;;;;;;
1735;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;PhD;PhD;;;;;;;;;;;;
6980;University of Wales Institute of Science and Technology (UWIST);;BSc (Hons);Bachelor;;;;;;;;;University of Cambridge;University of Cambridge;Degree;Master;;;Brunel University;Brunel University;MPhil;Master;;;Bradford University School of Management, University of Bradford;;MBA (Distinction);MBA;;;;;Brunel University;Brunel University;PhD;PhD;;;;;;;;;;;;
2111;University of Illinois, Urbana-Champaign (UIUC);University of Illinois at Urbana-Champaign;BS;Bachelor;;;;;;;;;University of Illinois, Urbana-Champaign (UIUC);University of Illinois at Urbana-Champaign;MS;Master;;;;;;;;;Northwestern University;Northwestern University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
1930;Massachusetts Institute of Technology;Massachusetts Institute of Technology;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12507;Pune Institute of Computer Technology (PICT);;BE;Bachelor;;;;;;;;;University of Cincinnati;University of Cincinnati;MS;Master;;;;;;;;;Massachusetts Institute of Technology (MIT) Sloan School of Management;MIT Sloan School of Management;Executive Management Program;MBA;;;;;;;;;;;;;;;;;;;;
25686;New Jersey Institute of Technology (NJIT);New Jersey Institute of Technology;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8836;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;The University of Salford;;PhD;PhD;.;.;;;;;.;.;;;;
39;Northeastern University;Northeastern University;BS;Bachelor;.;.;;;;;.;.;Northeastern University;Northeastern University;MS;Master;.;.;;;;;.;.;Babson College - Franklin W. Olin Graduate School of Business;Babson College;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
7238;State University of New York, Stony Brook;State University of New York, Stony Brook;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of Rochester;University of Rochester;PhD;PhD;;;;;;;;;;;;
411;;;;;.;.;;;;;.;.;University of Cambridge;University of Cambridge;Graduated;Master;.;.;Unknown Organisation;other;Diploma;Master;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
2026;;;;;;;;;;;;;Unknown Organisation;other;MD;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10474;Yale University;Yale University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31895;Indian Institute of Technology (IIT) Bombay;Bombay University;BTech;Bachelor;;;;;;;;;Stanford University;Stanford University;Masters Degree;Master;;;;;;;;;;;;;;;;;Stanford University;Stanford University;PhD;PhD;;;;;;;;;;;;
1955;Cornell University;Cornell University;BA;Bachelor;.;.;;;;;.;.;Albert Einstein College of Medicine of Yeshiva University;;MD;Master;.;.;;;;;.;.;;;;;;;;;Albert Einstein College of Medicine of Yeshiva University;;PhD;PhD;.;.;;;;;.;.;;;;
12950;Massachusetts Institute of Technology;Massachusetts Institute of Technology;BS;Bachelor;;;;;;;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;MS;Master;;;;;;;;;Massachusetts Institute of Technology - Sloan School of Management;Massachusetts Institute of Technology;MBA;MBA;;;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;PhD;PhD;;;;;;;;;;;;
28416;Georgetown University;Georgetown University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of California, Berkeley - Walter A. Haas School of Business;University of California, Berkeley;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
2027;;;;;.;.;;;;;.;.;University of Geneva;Universite de Geneve;MD;Master;.;.;University of Geneva;Universite de Geneve;Degree;Master;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12631;Heilongjiang University;Heilongjiang University;bachelor;Bachelor;;;;;;;;;Nankai University;Nankai University;Master;Master;;;;;;;;;;;;;;;;;Eindhoven University of Technology;Eindhoven University of Technology;Ph.D;PhD;;;;;;;;;;;;
28327;Western Washington University;Western Washington University;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;University of Washington;University of Washington;MBA;MBA;;;;;;;;;;;;;;;;;;;;
22514;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;BSEE;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21489;Indian Institute of Technology (IIT) Kharagpur;Indian Institute of Technology;BS;Bachelor;;;;;;;;;Carnegie Mellon University;Carnegie Mellon University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11295;;;;;.;.;;;;;.;.;Unknown Organisation;other;Post Graduate Diploma;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
11504;University of California, Los Angeles (UCLA);University of California at Los Angeles;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;Emory University;Emory University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
3612;Merrimack College;other;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
20385;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13680;Dalhousie University;Dalhousie University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21404;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
28328;State University of New York (SUNY);State University of New York;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of North Carolina (UNC);University of North Carolina, Chapel Hill;PhD;PhD;;;;;;;;;;;;
23914;New York University (NYU);New York University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;New York University (NYU);New York University;PhD;PhD;;;;;;;;;;;;
1909;Loyala University;Loyala University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;Loyola University School of Business;Loyola University of Chicago;MBA;MBA;;;;;;;;;;;;;;;;;;;;
13681;Yale University;Yale University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;Haas School of Business, University of California, Berkeley;University of California, Berkeley;MBA;MBA;;;;;;;;;;;;;;;;;;;;
21405;State University of New Jersey, Rutgers (Rutgers University);State University of New Jersey;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26058;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21755;Central Washington University;Central Washington University;BA;Bachelor;;;;;;;;;University of Wyoming;University of Wyoming;MA;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of California Law School;University of California, Los Angeles;JD;JD
5301;Universit¨¦ de Limoges;University of Limoges;Bachelor;Bachelor;;;;;;;;;Universit¨¦ de Limoges;University of Limoges;Master;Master;Foreign Literature and Civilization;Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22610;Wheaton College;other;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12513;;;;;;;;;;;;;Delphian School;;Graduated;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28418;Uppsala Universitet (Uppsala University);Uppsala Universitet;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Uppsala Universitet (Uppsala University);Uppsala Universitet;PhD;PhD;;;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;Postdoctoral Fellow;PhD;;;;;;
12701;Jacksonville State University;other;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21070;University of Minnesota;University of Minnesota;BS;Bachelor;;;;;;;;;Stanford University;Stanford University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
426;Case Western Reserve University (CWRU);Case Western Reserve University;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2065;State University of New Jersey, Rutgers (Rutgers University);State University of New Jersey;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23557;University of California, Berkeley;University of California, Berkeley;BS;Bachelor;;;;;;;;;Stanford University;Stanford University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5365;Cardiff University;Cardiff University;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of Cambridge;University of Cambridge;PhD;PhD;;;;;;;;;;;;
8977;Trinity College, Hartford, Connecticut;Trinity College;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Stanford University;Stanford University;PhD;PhD;;;;;;;;;;;;
10787;;;;;;;;;;;;;Trinity College, University of Dublin;University of Dublin;MSc;Master;;;Trinity College, University of Dublin;University of Dublin;Degree;Master;;;;;;;;;;;;;;;;;;;;;;;;;;
8856;University of Glasgow;University of Glasgow;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of Glasgow;University of Glasgow;PhD;PhD;;;;;;;;;;;;
9380;Concordia University;Concordia University;BCom;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12703;St John's University;St. John's University;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of Connecticut;University of Connecticut;PhD;PhD;;;;;;;;;;;;
4651;Temple University;Temple University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8584;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;EPFL (__cole polytechnique f_ýd_ýrale de Lausanne);;PhD;PhD;.;.;;;;;.;.;;;;
12521;Howard University;Howard University;BSc;Bachelor;;;;;;;;;Kansas State University (KSU);Kansas State University;MSc;Master;;;;;;;;;Santa Clara University;Santa Clara University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
