match_id;bachelor01_university;bachelor01_university_standardiz;bachelor01_degree;bachelor01_degree_standardized;bachelor01_major;bachelor01_major_standardized;bachelor02_university;bachelor02_university_standardiz;bachelor02_degree;bachelor02_degree_standardized;bachelor02_major;bachelor02_major_standardized;master01_university;master01_university_standardized;master01_degree;master01_degreestandadized;master01_major;master01_major_standardized;master02_university;master02_university_standardized;master02_degree;master02_degree_standardized;master02_major;master02_major_standardized;mba01_university;mba01_university_standardized;mba01_degree;mba01_degree_standardized;mba02_university;mba02_university_standardized;mba02_degree;mba02_degree_standardized;phd01_university;phd01_university_standardized;phd01_degree;phd01_degree_standardized;phd01_major;phd01_major_standardized;phd02_university;phd02_university_standardized;phd02_degree;phd02_degree_standardized;phd02_major;phd02_major_standardized;jd01_university;jd01_university_standardized;jd01_degree;jd01_degree_standardized
13683;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
406;Ben-Gurion University of the Negev;;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;Tel Aviv University;other;MBA;MBA;;;;;;;;;;;;;;;;;;;;
6987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26055;;;;;;;;;;;;;Unknown Organisation;other;Graduated;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12805;Case Western Reserve University (CWRU);Case Western Reserve University;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28377;University of Toronto;University of Toronto;App Sci;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11506;State University of New Jersey, Rutgers (Rutgers University);State University of New Jersey;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20362;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Johns Hopkins University School of Medicine;Johns Hopkins University;Post Doctoral Studies;Other;;;University of Florida College of Medicine;University of Florida;PhD;PhD;;;;;;
2030;Western Illinois University;Western Illinois University;BA;Bachelor;;;;;;;;;Wharton School, University of Pennsylvania;The Wharton School of the University of Pennsylvania;Postgraduate Studies;Master;;;;;;;;;Pepperdine University;Pepperdine University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
26998;State University of New York College at Potsdam;State University of New York College, Potsdam;BA;Bachelor;Chemistry/Computer Science;Chemistry/ Computer Science;;;;;;;Rochester Institute of Technology;Rochester Institute of Technology;MS;Master;Computer Science;Computer Science;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21214;Indiana University;Indiana University;BS (Hons);Bachelor;;;;;;;;;;;;;;;;;;;;;Harvard Business School;Harvard University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
12903;Saint John's University;Saint John's University;BS;Bachelor;Economics;Economics;;;;;;;Fordham University;Fordham University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26432;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1795;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5242;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21296;University of California, Berkeley;University of California, Berkeley;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;University of Chicago;University of Chicago;MBA;MBA;;;;;;;;;;;;;;;;;;;;
31851;Ecole Polytechnice;_cole Polytechnique - Paris;;;Math;Mathematics;;;;;;;;;;;;;;;;;;;Massachusetts Institute of Technology - Sloan School of Management;Massachusetts Institute of Technology;;;;;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;;;Marketing, Op. Research, Management;Other Business Administration;;;;;;;;;;
28277;University of Delhi;University of Delhi;BE;Bachelor;;;;;;;;;Columbia University;Columbia University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12809;Willamette University;Willamette University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;University of California, Berkeley;University of California, Berkeley;MBA;MBA;;;;;;;;;;;;;;;;;;;;
11486;University of Texas at Austin;University of Texas at Austin;BSEE;Bachelor;;;Indian Institute of Technology (IIT) Delhi;Indian Institute of Technology;BTech;Bachelor;;;University of Texas at Austin;University of Texas at Austin;MS;Master;;;;;;;;;;;;;;;;;University of Texas at Austin;University of Texas at Austin;PhD;PhD;;;;;;;;;;;;
12957;Marlboro College;Marlboro College;Liberal Arts;Bachelor;;;University of Rhode Island;;B.A.;Bachelor;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;Master of Science (MSc);Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12715;Peking University;other;BS;Bachelor;;;;;;;;;Rensselaer Polytechnic Institute (RPI);Rensselaer Polytechnic Institute;MS;Master;;;;;;;;;;;;;;;;;University of California, Berkeley;University of California, Berkeley;PhD;PhD;;;;;;;;;;;;
20267;Amherst College;Amherst College;BA;Bachelor;;;;;;;;;Columbia University College of Physicians and Surgeons (CUCPS);Columbia University;MD;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
29506;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
4476;Williams College;Williams College;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Dartmouth College;Dartmouth College;PhD;PhD;;;;;;;;;;;;
21763;;;;;;;;;;;;;University of Illinois (UIC);University of Illinois, Chicago ;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9804;Technion;Technion _ Israel Institute of Technology;BSC;Bachelor;Electrical Engineering;Engineering;;;;;;;Ort Netanya -- Israel;Unknown_7;Technical Diploma;;Electronics;Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6509;;;;;.;.;;;;;.;.;Heriot-Watt University;Heriot-Watt University;Degree (Hons);Master;.;.;;;;;.;.;Dartmouth College;Dartmouth College;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
12532;Missouri University of Science & Technology (University of Missouri - Rolla prior to 01/01/2008);;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21703;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26999;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of Virginia;University of Virginia;Executive Program;MBA;Pacific Western University;;MBA;MBA;;;;;.;.;;;;;.;.;;;;
20268;;;;;;;;;;;;;Queen's University;Queen's University;MD;Master;;;California Institute of Technology (CALTECH);California Polytechnic State University;MSc;Master;;;;;;;;;;;University of California, San Francisco (UCSF);University of San Francisco;PhD;PhD;;;;;;;;;;;;
31853;United States Naval Academy (USNA);United States Naval Academy;BS (Distinction);Bachelor;;;;;;;;;;;;;;;;;;;;;George Washington University;George Washington University;MBA;MBA;Stanford University;Stanford University;Executive MBA;MBA;;;;;;;;;;;;;;;;
8882;Purdue University;Purdue University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
9333;University of Ghent;University of Ghent;Licenciaat in de Dierkunde;;Physiologie, Biochemie;Biology;;;;;;;University of Manitoba;University of Manitoba;Master of Science;Master;Zoology, Genetics;Biology;;;;;;;;;;;;;;;University of Cambridge;University of Cambridge;Ph.D.;PhD;Genetics, Molecular Biology;Biology;;;;;;;;;;
12535;Technion - Israel Institute of Technology (IIT);Israel Institute of Technology;BSc (summa cum laude);Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21494;;;;;;;;;;;;;Hampden-Sydney College;Hampden-Sydney College;Degree;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28380;University of California, Los Angeles (UCLA);University of California, Los Angeles;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;USC Gould School of Law (Formerly known as University of Southern California Law School);University of Southern California;JD;JD
12720;State University of New York at Albany;State University of New York;Bachelor's degree;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
22561;University of Rochester;University of Rochester;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;Wharton School, University of Pennsylvania;The Wharton School of the University of Pennsylvania;MBA;MBA;;;;;;;;;;;;;;;;;;;;
10788;Tel Aviv University;other;LLB;Bachelor;.;.;Tel Aviv University;other;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;Harvard Business School;Harvard Business School;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
13743;University of the West of Scotland (Formerly known as University of Paisley);;BS (Hons);Bachelor;;;;;;;;;Heriot-Watt University;Heriot-Watt University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20326;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26700;Texas A&M University;Texas A&M University;BA (summa cum laude);Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
8843;University of Florida;University of Florida;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10761;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21587;University of Michigan;University of Michigan;BS (Hons);Bachelor;;;;;;;;;Detroit Catholic Central High School;;Graduated;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12643;University of Michigan;University of Michigan;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31854;Massachusetts Institute of Technology;Massachusetts Institute of Technology;BS;Bachelor;Electrical Engineering;Engineering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20252;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3950;Savitribai Phule Pune University (Formerly known as University of Pune);;BE;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
3951;Northwestern University;Northwestern University;BSEE;Bachelor;.;.;;;;;.;.;Syracuse University;Syracuse University;MSEE;Master;.;.;;;;;.;.;Harvard Business School;Harvard Business School;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
21978;;;;;;;;;;;;;Eidgen_ssische Technische Hochschule Z¨¹rich (ETH) (Swiss Federal Institute of Technology Zurich);Eidgenoessische Technische Hochschule Zuerich;Masters Degree;Master;;;Universit_t Z¨¹rich (University of Zurich);Universitaet Zuerich;MSc;Master;;;;;;;;;;;Universit_t Z¨¹rich (University of Zurich);Universitaet Zuerich;PhD;PhD;;;;;;;;;;;;
509;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Princeton University;Princeton University;PhD;PhD;;;;;;;;;;;;
9383;University of Aberdeen;University of Aberdeen;BSc;Bachelor;;;;;;;;;Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration);INSEAD;Graduated;Master;;;;;;;;;Durham University;Durham University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
3952;;;;;.;.;;;;;.;.;The University of Texas at Austin;University of Texas at Austin;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12964;San Jose State University;San Jose State University;Bachelor of Science;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12822;University of Michigan;University of Michigan;BBA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27627;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
1695;Dartmouth College;Dartmouth College;Bachelor of Science (BS);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Dartmouth College - The Tuck School of Business at Dartmouth;Dartmouth College;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
12722;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
27764;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13744;Aston University;Aston University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Open University (UK);;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
42;Purdue University;Purdue University;BS;Bachelor;;;;;;;;;American University, Washington;American University;MA;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21653;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1741;Rutgers University;Rutgers University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of Pittsburgh - Joseph M. Katz Graduate School of Business;University of Pittsburgh;MBA;MBA;University of Pittsburgh - Joseph M. Katz Graduate School of Business;University of Pittsburgh;MBA;MBA;;;;;.;.;;;;;.;.;;;;
22617;California Polytechnic State University-San Luis Obispo;California Polytechnic State University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Santa Clara University School of Law;Santa Clara University;JD;JD
2034;La Salle University;La Salle University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
21312;Bates College;other;Bachelor of Arts (B.A.);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
20271;Yale College;Yale University;BS (summa Cum Laude);Bachelor;.;.;;;;;.;.;Johns Hopkins University School of Medicine;Johns Hopkins University;MD;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
3953;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
3954;Stanford University;Stanford University;Bachelor's Degree;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Stanford University, Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
22650;Eastern Washington University;;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Gonzaga University;Gonzaga University;MBA;MBA;;;;;Unknown Organisation;other;PhD;PhD;.;.;;;;;.;.;;;;
11301;;;;;.;.;;;;;.;.;Open University UK;;MSc;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
4802;University of Virginia;University of Virginia;Dual-Degree;;Economics and Communication;Economics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26428;Stanford University;Stanford University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Stanford University Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
27757;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
10762;Furman University;Fudan University;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Belmont University - Jack C. Massey Graduate School of Business;;Executive MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
6377;;;;;;;;;;;;;Ecole Nationale Sup¨¦rieure de Chimie;Paris Institute of Technology;Graduated;Master;;;;;;;;;;;;;;;;;Ecole Nationale Sup¨¦rieure de Chimie;Paris Institute of Technology;PhD;PhD;;;;;;;;;;;;
27244;Institut catholique d'arts et m¨¦tiers de Lille (ICAM Lille);Institut catholique d'arts et m¨¦tiers de Lille;BS;Bachelor;;;;;;;;;;;;;;;;;;;;;Stanford University, Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
132;;;;;.;.;;;;;.;.;Ecole Nationale Sup_ýrieure d Agronomie et des Industries Alimentaires;;Graduated;Master;.;.;;;;;.;.;Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration);INSEAD;MBA;MBA;;;;;Universit_ý de Rennes 1 (University of Rennes 1);;PhD;PhD;.;.;University of Rhode Island (URI);University of Rhode Island;PhD;PhD;.;.;;;;
13696;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
1968;Haverford College;Haverford College;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Harvard Business School;Harvard Business School;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
438;Mount Holyoke College;Mount Holyoke College;BA;Bachelor;;;;;;;;;State University of New Jersey, Rutgers (Rutgers University);State University of New Jersey;MA;Master;;;Princeton University;Princeton University;MA;Master;;;;;;;;;;;Princeton University;Princeton University;PhD;PhD;;;;;;;;;;;;
2037;Tufts University;Tufts University;BS;Bachelor;.;.;;;;;.;.;University of Wisconsin-Madison;University of Wisconsin-Madison;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
441;London School of Economics (LSE) (London School of Economics and Political Science);London School of Economics and Political Science;BSc;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Stanford University, Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
442;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
11303;;;;;;;;;;;;;;;;;;;;;;;;;Cass Business School, City University London;City University of London;MBA;MBA;;;;;;;;;;;;;;;;;;;;
4522;The University of British Columbia;University of British Columbia;Bachelor of Commerce;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
10874;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
10763;;;;;;;;;;;;;Universitat Polit¨¨cnica de Catalunya;Polytechnic University of Catalonia;Master of Science (MSc);Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
43849;University of California;University of California;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of California;University of California;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
21771;Bellarmine University;;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12649;University of Birmingham;University of Birmingham;BSc;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21980;University of Madras;University of Madras;BSc;Bachelor;Mechanical Engineering;Engineering;Temple University;;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6991;Eidgen_ssische Technische Hochschule Z¨¹rich;Eidgenoessische Technische Hochschule Zuerich;Degree;Master;;;;;;;;;Eidgen_ssische Technische Hochschule Z¨¹rich;Eidgenoessische Technische Hochschule Zuerich;Masters Degree;Master;;;;;;;;;;;;;;;;;Eidgen_ssische Technische Hochschule Z¨¹rich;Eidgenoessische Technische Hochschule Zuerich;PhD;PhD;Biotechnology;Biology;;;;;;;;;;
29509;;;;;;;;;;;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;MS, BS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21501;;;;;;;;;;;;;College of Engineering, University of Wisconsin-Madison;;Graduated;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1803;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12729;Edmund A Walsh School of Foreign Service, Georgetown University;Georgetown University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
43884;Northwestern University;Northwestern University;BA;Bachelor;Music;Other;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
76;University of Rouen France;;Bachelor of Science (BS);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of San Francisco - Masagung Graduate School of Management;;Master of Business Administration (MBA);MBA;;;;;;;;;.;.;;;;;.;.;;;;
131;Brandeis University;Brandeis University;Bachelor's Degree;Bachelor;.;.;;;;;.;.;Thomas Jefferson University;;MD;Master;.;.;Brandeis University;Brandeis University;MA (Hons);Master;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
31856;The University of Texas at Austin;University of Texas at Austin;BBA;Bachelor;Business Honors and Finance;Finance;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1744;;;;;;;;;;;;;University of California, Berkeley;University of California at Berkeley;Graduated;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9816;University of Maryland College Park;University of Maryland;Bachelor of Science (BS);Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12650;University of Texas;University of North Texas;BS (Hons);Bachelor;.;.;;;;;.;.;University of Washington;University of Washington;MS;Master;.;.;;;;;.;.;;;;;;;;;University of Florida;University of Florida;PhD;PhD;.;.;;;;;.;.;;;;
23534;Unknown Organisation;other;BS;Bachelor;.;.;;;;;.;.;Unknown Organisation;other;MS;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
12547;Cornell University;Cornell University;BS (Distinction);Bachelor;;;;;;;;;Cornell University;Cornell University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31879;Colby College;Colby College;BA;Bachelor;Economics and Math;Economics;;;;;;;;;;;;;;;;;;;Stanford University Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
13746;Stanford University;Stanford University;BS;Bachelor;.;.;;;;;.;.;Stanford University School of Medicine;Stanford University;MD;Master;.;.;;;;;.;.;;;;;;;;;Stanford University School of Medicine;Stanford University;PhD;PhD;.;.;;;;;.;.;;;;
27773;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
13747;Santa Clara University;Santa Clara University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Santa Clara University;Santa Clara University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
82;University of California, Berkeley;University of California at Berkeley;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;University of California, Hastings College of Law;University of California at Hastings;JD;JD
21775;Harvard University;Harvard University;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;University of Chicago;University of Chicago;MBA;MBA;;;;;;;;;;;;;;;;;;;;
3957;Heald College;Heald College;BSEE;Bachelor;Electrical Engineering;Engineering;;;;;;;;;;;;;;;;;;;Pepperdine University;Pepperdine University;MBA;MBA;;;;;;;;;;;;;;;;;;;;
41293;Cooper Union for the Advancement of Science and Art;other;BE;Bachelor;.;.;;;;;.;.;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;Graduated;Master;.;.;;;;;.;.;;;;;;;;;Massachusetts Institute of Technology (MIT);Massachusetts Institute of Technology;PhD;PhD;.;.;;;;;.;.;;;;
10764;University of Cambridge;University of Cambridge;BA;Bachelor;.;.;;;;;.;.;University of Cambridge;University of Cambridge;MA;Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
7245;University of California, Davis;University of California, Davis;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of California, Los Angeles (UCLA);University of California, Los Angeles;MBA;MBA;;;;;University of California, Davis;University of California, Davis;Doctorate;PhD;.;.;;;;;.;.;;;;
12733;Texas A&M University;Texas A&M University;BS;Bachelor;;;;;;;;;Texas A&M University;Texas A&M University;MS;Master;;;;;;;;;The University of Texas at Austin;University of Texas at Austin;Master of Business Administration (MBA);MBA;;;;;;;;;;;;;;;;;;;;
2040;Johns Hopkins University;Johns Hopkins University;BA;Bachelor;;;;;;;;;University of Vermont;University of Vermont;MD;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21658;Illinois Institute of Technology (IIT);Illinois Institute of Technology;BS;Bachelor;.;.;;;;;.;.;Illinois Institute of Technology (IIT);Illinois Institute of Technology;MS;Master;.;.;;;;;.;.;Harvard Business School;Harvard Business School;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
27641;University of Michigan;University of Michigan;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
5310;;;;;.;.;;;;;.;.;Uniwersytet Warszawski;;Master of Arts (M.A.);Master;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
20283;Providence College;Providence College;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Bryant University;Bryant University;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
21432;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
25831;;;;;.;.;;;;;.;.;;;;;.;.;;;;;.;.;Marquette University;Marquette University;Master of Business Administration (M.B.A.);MBA;;;;;;;;;.;.;;;;;.;.;;;;
1702;Massachusetts Institute of Technology;Massachusetts Institute of Technology;Bachelor of Science (B.S.);Bachelor;;;;;;;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;Master of Science (M.S.);Master;;;;;;;;;;;;;;;;;Massachusetts Institute of Technology;Massachusetts Institute of Technology;Doctor of Philosophy (Ph.D.);PhD;;;;;;;;;;;;
2001;Marshall University;Marshall University;BS;Bachelor;Biological Sciences;Biology;;;;;;;Marshall University;Marshall University;MS;Master;Biological Sciences;Biology;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4808;Princeton University;Princeton University;BS;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;;;;;;;;;;;;;.;.;;;;;.;.;;;;
27678;Kenyon College;Kenyon College;BA;Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of Michigan;University of Michigan;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
21722;State University of New York College at Brockport;State University of New York at Brockport;Bachelor of Arts, cum laude;Bachelor;;;;;;;;;Columbia University - School of International and Public Affairs;Columbia University;Masters of International Affairs;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28343;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
10876;Carleton College;Carleton College;BA;Bachelor;;;;;;;;;;;;;;;;;;;;;Harvard Business School;Harvard Business School;MBA;MBA;;;;;;;;;;;;;;;;;;;;
1751;Yale University;Yale University;Bachelor of Arts (B.A.);Bachelor;.;.;;;;;.;.;;;;;.;.;;;;;.;.;University of Chicago;University of Chicago;MBA;MBA;;;;;;;;;.;.;;;;;.;.;;;;
7330;University of Maryland, College Park;University of Maryland;BA;Bachelor;;;University of California, Los Angeles (UCLA);;BS (cum laude);Bachelor;;;University of California, Berkeley;University of California, Berkeley;MS;Master;;;;;;;;;Laurence and Lori Fink Center for Finance & Investments, UCLA Anderson School of Management;University of California, Los Angeles;MBA;MBA;;;;;;;;;;;;;;;;;;;;
