380;;;;;;;;;University of Cambridge;;Master;Master;University of Cambridge;;Master;Master;Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration);;MBA;MBA;;;;;;;;;;;;;;;;;;;;
41090;University of Warwick;;Bachelor;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
11497;Clare College, Cambridge University;;Bachelor;Bachelor;;;;;Yale School of Management;;Master;Master;Clare College, Cambridge University;;Master;Master;;;;;;;;;;;;;;;;;;;;;;;;
1773;Rose Polytechnic Institute;Rose Polytechnic Institute;BS;Bachelor;;;;;Duke University;Duke University;MA;Master;;;;;Harvard Business School;Harvard University;MBA;MBA;;;;;Duke University;Duke University;PhD;PhD;;;;;;;;;;;;
4649;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12546;University of California, Berkeley;;Bachelor;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Boalt Hall School of Law, University of California;;JD;JD;;;;
12479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21493;University of Warwick;;Bachelor;Bachelor;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26063;Shri Govindram Seksaria Institute of Technology and Science, Indore;;Bachelor;Bachelor;;;;;;;;;;;;;London Business School;;MBA;MBA;;;;;;;;;;;;;;;;;;;;
21436;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ecole Superieure d'Electronique de l'Ouest (ESEO);;Other;Other
12506;Princeton University;Princeton University;BSE;Bachelor;;;;;Stanford University;Stanford University;MS;Master;;;;;Harvard Business School;Harvard University;MBA (Distinction);MBA;;;;;;;;;;;;;;;;;;;;
2072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5373;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9793;;;;;;;;;University of Cambridge;;Master;Master;University of Cambridge;;Master;Master;Institut Europeen d'Administration des Affaires (INSEAD) (European Institute of Business Administration);;MBA;MBA;;;;;;;;;;;;;;;;;;;;
3921;Lunds Universitet (Lund University);;Bachelor;Bachelor;;;;;Royal Agricultural University (RAU) (Formerly known as Royal Agricultural College (RAC));;Master;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;
26430;;;;;;;;;;;;;;;;;;;;;;;;;King's College Cambridge, University of Cambridge;University of Cambridge;PhD;PhD;;;;;;;;;;;;
7307;Oxford University;University of Oxford;BA;Bachelor;;;;;;;;;Oxford University;University of Oxford;MA;Master;;;;;;;;;;;;;;;;;;;;;;;;
12553;London School of Economics (LSE) (London School of Economics and Political Science);London School of Economics and Political Science;BSc;Bachelor;;;;;;;;;;;;;University of Cambridge;University of Cambridge;MBA;MBA;;;;;;;;;;;;;;;;;;;;
7314;;;;;;;;;;;;;;;;;;;;;;;;;King's College Cambridge, University of Cambridge;University of Cambridge;PhD;PhD;;;;;;;;;;;;
12691;London School of Economics (LSE) (London School of Economics and Political Science);London School of Economics and Political Science;BSc;Bachelor;;;;;;;;;;;;;University of Cambridge;University of Cambridge;MBA;MBA;;;;;;;;;;;;;;;;;;;;
21271;London School of Economics (LSE) (London School of Economics and Political Science);London School of Economics and Political Science;BSc;Bachelor;;;;;;;;;;;;;University of Cambridge;University of Cambridge;MBA;MBA;;;;;;;;;;;;;;;;;;;;
1790;Lunds Universitet (Lund University);;Bachelor;Bachelor;;;;;Royal Agricultural University (RAU) (Formerly known as Royal Agricultural College (RAC));;Master;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4500;;;;;;;;;Universit¨¤ Bocconi;Bocconi University;Summa cum laude Laurea;Master;;;;;Stanford University Graduate School of Business;Stanford University;MBA;MBA;;;;;;;;;;;;;;;;;New York University;New York University;Business Administration;Other
390;Cornell University;Cornell University;Bachelor of Science (BSc);Bachelor;;;;;Northwestern University;Northwestern University;MS;Master;;;;;;;;;;;;;;;;;;;;;;;;;;;;
